,DATE,HDI,TC,TD,STI,Population,GDPCAP
11921,9/22/2020,0.8690000000000001,7.379632152999999,3.091042453,3.983413002,13.68300607,10.38638063
11922,9/23/2020,0.8690000000000001,7.388946098,3.091042453,3.983413002,13.68300607,10.38638063
11923,9/24/2020,0.8690000000000001,7.410951876,3.091042453,3.983413002,13.68300607,10.38638063
11924,9/25/2020,0.8690000000000001,7.416378479,3.091042453,3.983413002,13.68300607,10.38638063
11925,9/26/2020,0.8690000000000001,7.421177528999999,3.091042453,3.983413002,13.68300607,10.38638063
11926,9/27/2020,0.8690000000000001,7.428927195,3.091042453,3.983413002,13.68300607,10.38638063
11927,9/28/2020,0.8690000000000001,7.436027816,3.091042453,3.983413002,13.68300607,10.38638063
11928,9/29/2020,0.8690000000000001,7.446001497999999,3.091042453,3.983413002,13.68300607,10.38638063
11929,9/30/2020,0.8690000000000001,7.463363046,3.091042453,3.983413002,13.68300607,10.38638063
11930,10/1/2020,0.8690000000000001,7.470224136000001,3.091042453,3.983413002,13.68300607,10.38638063
11931,10/2/2020,0.8690000000000001,7.479864131,3.091042453,3.983413002,13.68300607,10.38638063
11932,10/3/2020,0.8690000000000001,7.489412084,3.091042453,3.983413002,13.68300607,10.38638063
11933,10/4/2020,0.8690000000000001,7.501634458,3.091042453,3.983413002,13.68300607,10.38638063
11934,10/5/2020,0.8690000000000001,7.508787171,3.091042453,3.983413002,13.68300607,10.38638063
11935,10/6/2020,0.8690000000000001,7.52131798,3.091042453,3.983413002,13.68300607,10.38638063
11936,10/7/2020,0.8690000000000001,7.53689713,3.135494216,3.983413002,13.68300607,10.38638063
11937,10/8/2020,0.8690000000000001,7.54802897,3.17805383,3.983413002,13.68300607,10.38638063
11938,10/9/2020,0.8690000000000001,7.559038255,3.17805383,3.912023005,13.68300607,10.38638063
11939,10/10/2020,0.8690000000000001,7.576097341,3.218875825,3.912023005,13.68300607,10.38638063
11940,10/11/2020,0.8690000000000001,7.593877845,3.218875825,3.912023005,13.68300607,10.38638063
11941,10/12/2020,0.8690000000000001,7.593877845,3.218875825,3.912023005,13.68300607,10.38638063
11942,10/13/2020,0.8690000000000001,7.624130586000001,3.218875825,3.912023005,13.68300607,10.38638063
11943,10/14/2020,0.8690000000000001,7.624130586000001,3.218875825,3.912023005,13.68300607,10.38638063
11944,10/15/2020,0.8690000000000001,7.663877258999999,3.218875825,3.912023005,13.68300607,10.38638063
11945,10/16/2020,0.8690000000000001,7.687538766,3.218875825,3.912023005,13.68300607,10.38638063
11946,10/17/2020,0.8690000000000001,7.77443551,3.218875825,3.912023005,13.68300607,10.38638063
11947,10/18/2020,0.8690000000000001,7.77443551,3.218875825,3.835141961,13.68300607,10.38638063
11948,10/19/2020,0.8690000000000001,7.880048201,3.218875825,3.835141961,13.68300607,10.38638063
11949,12/31/2019,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11950,1/1/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11951,1/2/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11952,1/3/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11953,1/4/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11954,1/5/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11955,1/6/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11956,1/7/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11957,1/8/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11958,1/9/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11959,1/10/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11960,1/11/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11961,1/12/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11962,1/13/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11963,1/14/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11964,1/15/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11965,1/16/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11966,1/17/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11967,1/18/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11968,1/19/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11969,1/20/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11970,1/21/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11971,1/22/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11972,1/23/2020,0.888,0.0,0.0,0.0,16.18659339,10.39224872
11973,1/24/2020,0.888,0.0,0.0,1.715598108,16.18659339,10.39224872
11974,1/25/2020,0.888,0.0,0.0,1.715598108,16.18659339,10.39224872
11975,1/26/2020,0.888,0.0,0.0,1.715598108,16.18659339,10.39224872
11976,1/27/2020,0.888,0.0,0.0,2.4078456040000003,16.18659339,10.39224872
11977,1/28/2020,0.888,0.0,0.0,2.4078456040000003,16.18659339,10.39224872
11978,1/29/2020,0.888,0.0,0.0,2.4078456040000003,16.18659339,10.39224872
11979,1/30/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11980,1/31/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11981,2/1/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11982,2/2/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11983,2/3/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11984,2/4/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11985,2/5/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11986,2/6/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11987,2/7/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11988,2/8/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11989,2/9/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11990,2/10/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11991,2/11/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11992,2/12/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11993,2/13/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11994,2/14/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11995,2/15/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11996,2/16/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11997,2/17/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11998,2/18/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
11999,2/19/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12000,2/20/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12001,2/21/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12002,2/22/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12003,2/23/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12004,2/24/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12005,2/25/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12006,2/26/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12007,2/27/2020,0.888,0.0,0.0,2.813610697,16.18659339,10.39224872
12008,2/28/2020,0.888,0.0,0.0,2.967332799,16.18659339,10.39224872
12009,2/29/2020,0.888,0.0,0.0,2.967332799,16.18659339,10.39224872
12010,3/1/2020,0.888,0.0,0.0,2.967332799,16.18659339,10.39224872
12011,3/2/2020,0.888,1.098612289,0.0,2.967332799,16.18659339,10.39224872
12012,3/3/2020,0.888,1.609437912,0.0,2.967332799,16.18659339,10.39224872
12013,3/4/2020,0.888,1.609437912,0.0,2.967332799,16.18659339,10.39224872
12014,3/5/2020,0.888,2.079441542,0.0,2.967332799,16.18659339,10.39224872
12015,3/6/2020,0.888,2.48490665,0.0,2.967332799,16.18659339,10.39224872
12016,3/7/2020,0.888,2.944438979,0.0,2.967332799,16.18659339,10.39224872
12017,3/8/2020,0.888,3.258096538,0.0,2.967332799,16.18659339,10.39224872
12018,3/9/2020,0.888,3.465735903,0.0,2.967332799,16.18659339,10.39224872
12019,3/10/2020,0.888,3.688879454,0.0,3.218875825,16.18659339,10.39224872
12020,3/11/2020,0.888,4.143134726,0.0,3.854817532,16.18659339,10.39224872
12021,3/12/2020,0.888,4.543294782,0.0,3.912023005,16.18659339,10.39224872
12022,3/13/2020,0.888,4.753590191,0.0,4.050218504,16.18659339,10.39224872
12023,3/14/2020,0.888,5.010635294,0.0,4.112675519,16.18659339,10.39224872
12024,3/15/2020,0.888,5.365976015,0.0,4.227125673,16.18659339,10.39224872
12025,3/16/2020,0.888,5.697093487,0.0,4.3773909060000005,16.18659339,10.39224872
12026,3/17/2020,0.888,5.840641657000001,0.0,4.3773909060000005,16.18659339,10.39224872
12027,3/18/2020,0.888,6.073044534,0.0,4.3773909060000005,16.18659339,10.39224872
12028,3/19/2020,0.888,6.257667588,0.0,4.3773909060000005,16.18659339,10.39224872
12029,3/20/2020,0.888,6.542471961,0.0,4.3773909060000005,16.18659339,10.39224872
12030,3/21/2020,0.888,6.80682936,0.0,4.3773909060000005,16.18659339,10.39224872
12031,3/22/2020,0.888,6.9027427370000005,0.0,4.3773909060000005,16.18659339,10.39224872
12032,3/23/2020,0.888,7.0604763660000005,0.0,4.411706789,16.18659339,10.39224872
12033,3/24/2020,0.888,7.119635637999999,0.0,4.411706789,16.18659339,10.39224872
12034,3/25/2020,0.888,7.239932591,1.098612289,4.411706789,16.18659339,10.39224872
12035,3/26/2020,0.888,7.410951876,1.791759469,4.411706789,16.18659339,10.39224872
12036,3/27/2020,0.888,7.631431665,2.197224577,4.411706789,16.18659339,10.39224872
12037,3/28/2020,0.888,7.731492029,2.197224577,4.411706789,16.18659339,10.39224872
12038,3/29/2020,0.888,7.887208586,2.397895273,4.411706789,16.18659339,10.39224872
12039,3/30/2020,0.888,7.947678571,2.772588722,4.411706789,16.18659339,10.39224872
12040,3/31/2020,0.888,8.007034012,3.17805383,4.411706789,16.18659339,10.39224872
12041,4/1/2020,0.888,8.104099056,3.433987204,4.411706789,16.18659339,10.39224872
12042,4/2/2020,0.888,8.185628891,3.663561646,4.305010592,16.18659339,10.39224872
12043,4/3/2020,0.888,8.257904193,3.784189634,4.305010592,16.18659339,10.39224872
12044,4/4/2020,0.888,8.340456012999999,3.970291914,4.305010592,16.18659339,10.39224872
12045,4/5/2020,0.888,8.405591015,4.077537444,4.305010592,16.18659339,10.39224872
12046,4/6/2020,0.888,8.430981495,4.204692618999999,4.305010592,16.18659339,10.39224872
12047,4/7/2020,0.888,8.480944059,4.356708827,4.305010592,16.18659339,10.39224872
12048,4/8/2020,0.888,8.520587424,4.477336814,4.305010592,16.18659339,10.39224872
12049,4/9/2020,0.888,8.577723691000001,4.59511985,4.305010592,16.18659339,10.39224872
12050,4/10/2020,0.888,8.624970784,4.718498871,4.305010592,16.18659339,10.39224872
12051,4/11/2020,0.888,8.653819789,4.779123493,4.305010592,16.18659339,10.39224872
12052,4/12/2020,0.888,8.683046556,4.859812404,4.305010592,16.18659339,10.39224872
12053,4/13/2020,0.888,8.698013622000001,4.927253685,4.305010592,16.18659339,10.39224872
12054,4/14/2020,0.888,8.709300049,4.96284463,4.266896327,16.18659339,10.39224872
12055,4/15/2020,0.888,8.722742874,5.081404365,4.266896327,16.18659339,10.39224872
12056,4/16/2020,0.888,8.74878099,5.111987788,4.266896327,16.18659339,10.39224872
12057,4/17/2020,0.888,8.769196271,5.129898715,4.266896327,16.18659339,10.39224872
12058,4/18/2020,0.888,8.787067645,5.153291594,4.266896327,16.18659339,10.39224872
12059,4/19/2020,0.888,8.802973457,5.1984970310000005,4.266896327,16.18659339,10.39224872
12060,4/20/2020,0.888,8.822764297,5.236441963,4.157162855,16.18659339,10.39224872
12061,4/21/2020,0.888,8.84130362,5.278114659,4.097506226,16.18659339,10.39224872
12062,4/22/2020,0.888,8.859505485,5.303304908,4.097506226,16.18659339,10.39224872
12063,4/23/2020,0.888,8.872907674,5.347107531,4.097506226,16.18659339,10.39224872
12064,4/24/2020,0.888,8.880168248,5.361292166,4.097506226,16.18659339,10.39224872
12065,4/25/2020,0.888,8.89192414,5.370638027999999,4.097506226,16.18659339,10.39224872
12066,4/26/2020,0.888,8.902727664,5.384495062999999,4.097506226,16.18659339,10.39224872
12067,4/27/2020,0.888,8.909775674,5.3981627020000005,4.050218504,16.18659339,10.39224872
12068,4/28/2020,0.888,8.915835074,5.407171771000001,4.050218504,16.18659339,10.39224872
12069,4/29/2020,0.888,8.923191491,5.4249500170000005,4.050218504,16.18659339,10.39224872
12070,4/30/2020,0.888,8.933136544,5.4249500170000005,4.050218504,16.18659339,10.39224872
12071,5/1/2020,0.888,8.946635209,5.463831805,4.050218504,16.18659339,10.39224872
12072,5/2/2020,0.888,8.953769295,5.480638923,4.050218504,16.18659339,10.39224872
12073,5/3/2020,0.888,8.956093076,5.501258211000001,4.050218504,16.18659339,10.39224872
12074,5/4/2020,0.888,8.959440144,5.513428746000001,4.050218504,16.18659339,10.39224872
12075,5/5/2020,0.888,8.964311947999999,5.529429088,4.050218504,16.18659339,10.39224872
12076,5/6/2020,0.888,8.974111581,5.549076085,4.050218504,16.18659339,10.39224872
12077,5/7/2020,0.888,8.983941527999999,5.568344504,4.050218504,16.18659339,10.39224872
12078,5/8/2020,0.888,8.991064332,5.598421959,4.050218504,16.18659339,10.39224872
12079,5/9/2020,0.888,8.996775795,5.609471795,4.050218504,16.18659339,10.39224872
12080,5/10/2020,0.888,8.999001866,5.620400866000001,4.050218504,16.18659339,10.39224872
12081,5/11/2020,0.888,9.002454822999999,5.634789603,4.050218504,16.18659339,10.39224872
12082,5/12/2020,0.888,9.008958312,5.641907071,4.050218504,16.18659339,10.39224872
12083,5/13/2020,0.888,9.014447135,5.645446897999999,4.050218504,16.18659339,10.39224872
12084,5/14/2020,0.888,9.020268862,5.669880922999999,4.050218504,16.18659339,10.39224872
12085,5/15/2020,0.888,9.030136571,5.680172609,4.050218504,16.18659339,10.39224872
12086,5/16/2020,0.888,9.036701016,5.6869753560000005,4.050218504,16.18659339,10.39224872
12087,5/17/2020,0.888,9.042513261,5.690359454,4.050218504,16.18659339,10.39224872
12088,5/18/2020,0.888,9.044875932,5.693732139,4.050218504,16.18659339,10.39224872
12089,5/19/2020,0.888,9.057888249,5.693732139,4.050218504,16.18659339,10.39224872
12090,5/20/2020,0.888,9.064967719,5.710427017000001,4.050218504,16.18659339,10.39224872
12091,5/21/2020,0.888,9.073489189,5.717027701,4.050218504,16.18659339,10.39224872
12092,5/22/2020,0.888,9.077266018,5.723585102,4.050218504,16.18659339,10.39224872
12093,5/23/2020,0.888,9.083983183,5.743003187999999,4.050218504,16.18659339,10.39224872
12094,5/24/2020,0.888,9.092682329,5.749392986,4.050218504,16.18659339,10.39224872
12095,5/25/2020,0.888,9.100190628,5.752572638999999,3.814851094,16.18659339,10.39224872
12096,5/26/2020,0.888,9.105424202,5.758901774,3.814851094,16.18659339,10.39224872
12097,5/27/2020,0.888,9.110520037,5.758901774,3.814851094,16.18659339,10.39224872
12098,5/28/2020,0.888,9.114490046,5.758901774,3.814851094,16.18659339,10.39224872
12099,5/29/2020,0.888,9.120415664,5.765191102999999,3.814851094,16.18659339,10.39224872
12100,5/30/2020,0.888,9.126523886,5.765191102999999,3.814851094,16.18659339,10.39224872
12101,5/31/2020,0.888,9.130214327,5.765191102999999,3.814851094,16.18659339,10.39224872
12102,6/1/2020,0.888,9.134862231,5.768320996,3.729781445,16.18659339,10.39224872
12103,6/2/2020,0.888,9.13798471,5.771441123,3.729781445,16.18659339,10.39224872
12104,6/3/2020,0.888,9.144627829,5.777652323,3.729781445,16.18659339,10.39224872
12105,6/4/2020,0.888,9.152499372,5.780743516,3.729781445,16.18659339,10.39224872
12106,6/5/2020,0.888,9.158415299,5.786897381,3.729781445,16.18659339,10.39224872
12107,6/6/2020,0.888,9.162095059,5.789960171000001,3.729781445,16.18659339,10.39224872
12108,6/7/2020,0.888,9.166074956,5.789960171000001,3.729781445,16.18659339,10.39224872
12109,6/8/2020,0.888,9.172430799,5.789960171000001,3.729781445,16.18659339,10.39224872
12110,6/9/2020,0.888,9.179571838,5.793013608,3.729781445,16.18659339,10.39224872
12111,6/10/2020,0.888,9.185125123,5.793013608,3.729781445,16.18659339,10.39224872
12112,6/11/2020,0.888,9.19258365,5.793013608,3.729781445,16.18659339,10.39224872
12113,6/12/2020,0.888,9.198874894,5.796057751,3.729781445,16.18659339,10.39224872
12114,6/13/2020,0.888,9.204121072,5.796057751,3.729781445,16.18659339,10.39224872
12115,6/14/2020,0.888,9.209439967,5.796057751,3.729781445,16.18659339,10.39224872
12116,6/15/2020,0.888,9.212737497,5.796057751,3.729781445,16.18659339,10.39224872
12117,6/16/2020,0.888,9.216719979,5.799092654,3.729781445,16.18659339,10.39224872
12118,6/17/2020,0.888,9.221379219,5.802118375,3.729781445,16.18659339,10.39224872
12119,6/18/2020,0.888,9.226410552,5.80814249,3.729781445,16.18659339,10.39224872
12120,6/19/2020,0.888,9.233079859,5.811140993,3.729781445,16.18659339,10.39224872
12121,6/20/2020,0.888,9.250137842,5.814130532,3.729781445,16.18659339,10.39224872
12122,6/21/2020,0.888,9.254165852,5.81711116,3.5607619510000004,16.18659339,10.39224872
12123,6/22/2020,0.888,9.258940042,5.81711116,3.5607619510000004,16.18659339,10.39224872
12124,6/23/2020,0.888,9.26492325,5.81711116,3.5607619510000004,16.18659339,10.39224872
12125,6/24/2020,0.888,9.273315171,5.8260001070000005,3.5607619510000004,16.18659339,10.39224872
12126,6/25/2020,0.888,9.285169513,5.837730447,3.5607619510000004,16.18659339,10.39224872
12127,6/26/2020,0.888,9.29376198,5.843544417,3.5607619510000004,16.18659339,10.39224872
12128,6/27/2020,0.888,9.309099144,5.843544417,3.5607619510000004,16.18659339,10.39224872
12129,6/28/2020,0.888,9.332380998,5.84932478,3.5607619510000004,16.18659339,10.39224872
12130,6/29/2020,0.888,9.359018964,5.85220248,3.5607619510000004,16.18659339,10.39224872
12131,6/30/2020,0.888,9.37627845,5.85220248,3.624340933,16.18659339,10.39224872
12132,7/1/2020,0.888,9.388821229,5.8550719220000005,3.624340933,16.18659339,10.39224872
12133,7/2/2020,0.888,9.396487934,5.8550719220000005,3.624340933,16.18659339,10.39224872
12134,7/3/2020,0.888,9.407386324,5.860786223,3.624340933,16.18659339,10.39224872
12135,7/4/2020,0.888,9.418898065,5.863631176,3.54731589,16.18659339,10.39224872
12136,7/5/2020,0.888,9.428672366,5.860786223,3.54731589,16.18659339,10.39224872
12137,7/6/2020,0.888,9.434683204,5.85220248,3.54731589,16.18659339,10.39224872
12138,7/7/2020,0.888,9.438750033,5.857933154,3.54731589,16.18659339,10.39224872
12139,7/8/2020,0.888,9.448175472,5.860786223,3.54731589,16.18659339,10.39224872
12140,7/9/2020,0.888,9.458293602,5.860786223,3.54731589,16.18659339,10.39224872
12141,7/10/2020,0.888,9.466454375,5.863631176,3.54731589,16.18659339,10.39224872
12142,7/11/2020,0.888,9.47746253,5.863631176,3.54731589,16.18659339,10.39224872
12143,7/12/2020,0.888,9.481511892,5.863631176,3.54731589,16.18659339,10.39224872
12144,7/13/2020,0.888,9.486000469,5.863631176,3.54731589,16.18659339,10.39224872
12145,7/14/2020,0.888,9.490846761,5.8664680570000005,3.54731589,16.18659339,10.39224872
12146,7/15/2020,0.888,9.498597279,5.872117789,3.54731589,16.18659339,10.39224872
12147,7/16/2020,0.888,9.508591396,5.872117789,3.54731589,16.18659339,10.39224872
12148,7/17/2020,0.888,9.518707036,5.872117789,3.54731589,16.18659339,10.39224872
12149,7/18/2020,0.888,9.528212116,5.880532986,3.624340933,16.18659339,10.39224872
12150,7/19/2020,0.888,9.536401457,5.880532986,3.624340933,16.18659339,10.39224872
12151,7/20/2020,0.888,9.5428763,5.883322388,3.624340933,16.18659339,10.39224872
12152,7/21/2020,0.888,9.553788222,5.883322388,3.624340933,16.18659339,10.39224872
12153,7/22/2020,0.888,9.569691731,5.886104031,3.624340933,16.18659339,10.39224872
12154,7/23/2020,0.888,9.586719899,5.897153867999999,3.624340933,16.18659339,10.39224872
12155,7/24/2020,0.888,9.60238246,5.899897354,3.624340933,16.18659339,10.39224872
12156,7/25/2020,0.888,9.621190952,5.908082938,3.624340933,16.18659339,10.39224872
12157,7/26/2020,0.888,9.629839869,5.908082938,3.624340933,16.18659339,10.39224872
12158,7/27/2020,0.888,9.637175506,5.916202062999999,3.586569835,16.18659339,10.39224872
12159,7/28/2020,0.888,9.649627029,5.92157842,3.586569835,16.18659339,10.39224872
12160,7/29/2020,0.888,9.667701926,5.92157842,3.586569835,16.18659339,10.39224872
12161,7/30/2020,0.888,9.686139674,5.924255797000001,3.586569835,16.18659339,10.39224872
12162,7/31/2020,0.888,9.70149376,5.937536205,3.586569835,16.18659339,10.39224872
12163,8/1/2020,0.888,9.715590481,5.945420609,3.586569835,16.18659339,10.39224872
12164,8/2/2020,0.888,9.723104116,5.948034989,3.586569835,16.18659339,10.39224872
12165,8/3/2020,0.888,9.729134165,5.948034989,3.586569835,16.18659339,10.39224872
12166,8/4/2020,0.888,9.741439101,5.948034989,3.586569835,16.18659339,10.39224872
12167,8/5/2020,0.888,9.757652204,5.948034989,3.586569835,16.18659339,10.39224872
12168,8/6/2020,0.888,9.771611931,5.96100534,3.586569835,16.18659339,10.39224872
12169,8/7/2020,0.888,9.783577256,5.963579343999999,3.586569835,16.18659339,10.39224872
12170,8/8/2020,0.888,9.801454827,5.963579343999999,3.586569835,16.18659339,10.39224872
12171,8/9/2020,0.888,9.811098103,5.963579343999999,3.586569835,16.18659339,10.39224872
12172,8/10/2020,0.888,9.817657296,5.963579343999999,3.586569835,16.18659339,10.39224872
12173,8/11/2020,0.888,9.825201634,5.963579343999999,3.586569835,16.18659339,10.39224872
12174,8/12/2020,0.888,9.840707484,5.96870756,3.586569835,16.18659339,10.39224872
12175,8/13/2020,0.888,9.856133856,5.96870756,3.586569835,16.18659339,10.39224872
12176,8/14/2020,0.888,9.87307989,5.96870756,3.586569835,16.18659339,10.39224872
12177,8/15/2020,0.888,9.888018522,5.976350909,3.586569835,16.18659339,10.39224872
12178,8/16/2020,0.888,9.898022647,5.978885765,3.586569835,16.18659339,10.39224872
12179,8/17/2020,0.888,9.904087373,5.983936281,3.586569835,16.18659339,10.39224872
12180,8/18/2020,0.888,9.913536888,5.9889614170000005,3.586569835,16.18659339,10.39224872
12181,8/19/2020,0.888,9.927350553,5.993961427,3.586569835,16.18659339,10.39224872
12182,8/20/2020,0.888,9.942612107,6.001414877999999,3.586569835,16.18659339,10.39224872
12183,8/21/2020,0.888,9.954418281,6.00635316,3.586569835,16.18659339,10.39224872
12184,8/22/2020,0.888,9.978177498,6.018593214,3.586569835,16.18659339,10.39224872
12185,8/23/2020,0.888,9.989206428,6.018593214,3.586569835,16.18659339,10.39224872
12186,8/24/2020,0.888,9.995291593,6.021023349,3.586569835,16.18659339,10.39224872
12187,8/25/2020,0.888,10.00699135,6.02827852,3.586569835,16.18659339,10.39224872
12188,8/26/2020,0.888,10.02340165,6.03068526,3.586569835,16.18659339,10.39224872
12189,8/27/2020,0.888,10.04111679,6.035481432999999,3.586569835,16.18659339,10.39224872
12190,8/28/2020,0.888,10.05620864,6.035481432999999,3.586569835,16.18659339,10.39224872
12191,8/29/2020,0.888,10.07647401,6.03787092,3.586569835,16.18659339,10.39224872
12192,8/30/2020,0.888,10.08971813,6.042632834,3.586569835,16.18659339,10.39224872
12193,8/31/2020,0.888,10.10098504,6.047372179,3.586569835,16.18659339,10.39224872
12194,9/1/2020,0.888,10.11123316,6.049733455,3.586569835,16.18659339,10.39224872
12195,9/2/2020,0.888,10.13130019,6.052089168999999,3.586569835,16.18659339,10.39224872
12196,9/3/2020,0.888,10.15708271,6.052089168999999,3.586569835,16.18659339,10.39224872
12197,9/4/2020,0.888,10.18308705,6.0544393460000006,3.586569835,16.18659339,10.39224872
12198,9/5/2020,0.888,10.2127721,6.061456918999999,3.586569835,16.18659339,10.39224872
12199,9/6/2020,0.888,10.23106319,6.06610809,3.586569835,16.18659339,10.39224872
12200,9/7/2020,0.888,10.24551575,6.077642243,3.586569835,16.18659339,10.39224872
12201,9/8/2020,0.888,10.26520974,6.079933195,3.660737148,16.18659339,10.39224872
12202,9/9/2020,0.888,10.30484423,6.089044875,3.660737148,16.18659339,10.39224872
12203,9/10/2020,0.888,10.3429031,6.095824562000001,3.660737148,16.18659339,10.39224872
12204,9/11/2020,0.888,10.38631486,6.1047932320000005,3.660737148,16.18659339,10.39224872
12205,9/12/2020,0.888,10.42998966,6.109247582999999,3.660737148,16.18659339,10.39224872
12206,9/13/2020,0.888,10.47449535,6.115892125,3.660737148,16.18659339,10.39224872
12207,9/14/2020,0.888,10.49648285,6.12249281,3.660737148,16.18659339,10.39224872
12208,9/15/2020,0.888,10.52465526,6.142037406,3.660737148,16.18659339,10.39224872
12209,9/16/2020,0.888,10.5686467,6.165417854,3.660737148,16.18659339,10.39224872
12210,9/17/2020,0.888,10.62210753,6.177944114,3.660737148,16.18659339,10.39224872
12211,9/18/2020,0.888,10.69546145,6.192362489,3.660737148,16.18659339,10.39224872
12212,9/19/2020,0.888,10.74207617,6.204557763,3.660737148,16.18659339,10.39224872
12213,9/20/2020,0.888,10.78531106,6.212606096,3.660737148,16.18659339,10.39224872
12214,9/21/2020,0.888,10.80446158,6.22059017,3.660737148,16.18659339,10.39224872
12215,9/22/2020,0.888,10.83494272,6.257667588,3.660737148,16.18659339,10.39224872
12216,9/23/2020,0.888,10.88102389,6.274762021,3.660737148,16.18659339,10.39224872
12217,9/24/2020,0.888,10.92348944,6.318968114,3.660737148,16.18659339,10.39224872
12218,9/25/2020,0.888,10.97462586,6.340359304,3.660737148,16.18659339,10.39224872
12219,9/26/2020,0.888,11.02382872,6.364750757,3.660737148,16.18659339,10.39224872
12220,9/27/2020,0.888,11.05554582,6.381816017,3.660737148,16.18659339,10.39224872
12221,9/28/2020,0.888,11.07592325,6.406879986,3.660737148,16.18659339,10.39224872
12222,9/29/2020,0.888,11.09563572,6.4264884570000005,3.660737148,16.18659339,10.39224872
12223,9/30/2020,0.888,11.12495149,6.455198563,3.660737148,16.18659339,10.39224872
12224,10/1/2020,0.888,11.14068718,6.484635236,3.660737148,16.18659339,10.39224872
12225,10/2/2020,0.888,11.21526039,6.519147287999999,3.660737148,16.18659339,10.39224872
12226,10/3/2020,0.888,11.26511774,6.549650742000001,3.660737148,16.18659339,10.39224872
12227,10/4/2020,0.888,11.29731596,6.56667243,3.660737148,16.18659339,10.39224872
12228,10/5/2020,0.888,11.31989881,6.588926477999999,3.874321138,16.18659339,10.39224872
12229,10/6/2020,0.888,11.35704329,6.630683386,3.874321138,16.18659339,10.39224872
12230,10/7/2020,0.888,11.40780936,6.6770834610000005,3.874321138,16.18659339,10.39224872
12231,10/8/2020,0.888,11.46541448,6.720220155,3.874321138,16.18659339,10.39224872
12232,10/9/2020,0.888,11.52046696,6.767343125,0.0,16.18659339,10.39224872
12233,10/10/2020,0.888,11.60252848,6.807934943999999,0.0,16.18659339,10.39224872
12234,10/11/2020,0.888,11.64401513,6.9027427370000005,0.0,16.18659339,10.39224872
12235,10/12/2020,0.888,11.67086894,6.941190055,0.0,16.18659339,10.39224872
12236,10/13/2020,0.888,11.70701912,6.9574973710000005,0.0,16.18659339,10.39224872
12237,10/14/2020,0.888,11.77334168,7.008505182,0.0,16.18659339,10.39224872
